Transcript ID,Strand,1st ORF on transcript,Last ORF on transcript,5' TSS,3' End,Length,Is mRNA?,ORFs per transcript,5' UTR length,3' UTR length,Mean RNA sequencing over transcript,mRNA / cell
956,1,637799773,637799773,1375884,1377034,1149,1,1,27,32,5.551694179,0.1852936619
957,1,637800538,637800538,2174869,2176162,1292,1,1,1,0,2.8500772798,0.095124342
958,1,637800608,637800608,2245016,2245713,696,1,1,21,188,9.3624641834,0.3124821392
959,1,637800903,637800905,2533456,2535200,1743,1,2,80,75,10.147277937,0.3386761279
960,1,637800996,637800998,2626219,2628093,1873,1,1,18,62,16.3664,0.5462459009
961,0,637798651,637798649,242250,238325,3926,1,2,21,54,33.3802852776,1.1141023075
962,0,637798766,637798766,354339,353103,1237,1,1,40,0,9.5270816492,0.3179764211
963,0,637798866,637798865,448189,446103,2087,1,2,23,112,6.9578342118,0.2322250719
964,0,637799654,637799653,1246954,1244929,2026,1,1,27,63,18.5281342547,0.6183960667
965,0,637800208,637800207,1835490,1832881,2610,1,2,0,117,6.0107279693,0.2006143999
966,0,637800685,637800685,2305061,2303626,1436,1,1,17,3,2.5153203343,0.0839514751
967,1,637798641,637798641,231094,231739,644,1,1,68,62,6.6362229102,0.2214909548
968,1,637798811,637798811,398835,399869,1033,1,1,35,1,3.3903381643,0.1131561201
969,1,637799018,637799019,595366,596808,1441,1,1,15,510,18.1801801802,0.6067827318
970,1,640711034,640711034,908331,908403,71,0,1,0,1,44789.6712328767,0
971,1,637799411,637799411,999741,1001799,2057,1,1,61,0,5.4949004371,0.1833981107
972,1,637799454,637799456,1046481,1049817,3335,1,3,25,2,7.2472280491,0.2418838972
973,1,637799543,637799543,1134364,1135363,998,1,1,17,320,12.112,0.4042508036
974,1,637799946,637799948,1563507,1566486,2978,1,3,25,196,14.9604026846,0.4993192541
975,1,637800242,637800242,1870675,1871408,732,1,1,17,0,2.3869209809,0.079666011
976,0,637798971,637798971,545701,543589,2113,1,1,47,65,3.922858495,0.1309295491
977,0,637799577,637799577,1177557,1175883,1675,1,1,91,0,8.2531343284,0.2754570826
978,0,637799604,637799601,1209992,1209187,806,1,4,26,37,435.4578163772,14.5338649443
979,0,637799790,637799790,1399524,1398270,1255,1,1,25,24,6.7737051793,0.2260795708
980,0,637800646,640711049,2282617,2281199,1419,0,1,70,1,9309.6730091614,0
981,1,637798494,637798494,86547,87272,724,1,1,0,3,8.7493112948,0.2920175134
982,1,637798655,637798656,245840,247106,1265,1,2,11,0,5.3709550118,0.1792613012
983,1,637799038,637799038,618337,620289,1951,1,1,25,68,14.4500768049,0.4822865884
984,1,637799218,637799218,795889,796514,624,1,1,28,10,5.0015974441,0.1669336019
985,1,637799555,637799555,1148501,1149402,900,1,1,39,14,4.389135255,0.1464920289
986,1,637799858,637799860,1479304,1482801,3496,1,3,157,207,316.7641509434,10.5723383873
987,1,637800040,637800040,1671435,1672079,643,1,1,16,68,18.6341085271,0.6219330703
988,1,637800850,637800850,2476025,2477160,1134,1,1,0,5,3.8309859155,0.1278632046
989,1,640711058,637800908,2538396,2539822,1425,0,2,0,112,5019.631394534,0
990,1,637801010,637801010,2638465,2639037,571,1,1,11,1,2.0244328098,0.0675675851
991,0,637798419,637798419,13567,12851,717,1,1,156,216,11.3319386332,0.3782154308
992,0,637798956,637798956,531790,530531,1260,1,1,7,92,16.4865079365,0.5502546304
993,0,637798981,637798981,555536,555276,261,1,1,3,21,4.4636015326,0.1489774196
994,0,637798999,637798999,578095,576599,1497,1,1,255,66,27.8837675351,0.9306502175
995,0,637799087,637799087,670846,670296,551,1,1,28,1,9.7023593466,0.3238264996
996,0,637799178,637799178,757351,756874,478,1,1,33,115,3.7719665272,0.1258933702
997,0,637799259,637799258,838975,836867,2109,1,2,40,198,20.4310099573,0.681906555
998,0,637799266,637799265,846765,845745,1021,1,2,86,77,45.9480901077,1.5335660791
999,0,637799287,637799286,872330,871796,535,1,2,0,90,9.4691588785,0.3160431874
1000,0,637799617,637799616,1220225,1218029,2197,1,2,45,17,7.6832043696,0.2564350678
1001,0,637799625,637799624,1227276,1224758,2519,1,2,32,83,15.8396188964,0.5286640248
1002,0,637799847,637799847,1468155,1466468,1688,1,1,60,62,52.2298578199,1.7432267169
1003,0,637799866,637799866,1488940,1488179,762,1,1,86,76,53.1640419948,1.7744061011
1004,0,637799918,637799915,1537009,1534449,2561,1,4,97,0,6.4178055447,0.2142010443
1005,0,637799950,637799949,1568401,1566306,2096,1,2,85,18,6.6278625954,0.2212119204
1006,0,637799985,637799985,1610407,1609262,1146,1,1,51,111,32.945026178,1.0995750749
1007,0,637800158,637800154,1791965,1783934,8032,1,4,169,5,7.7148904382,0.2574926238
1008,0,637800352,637800350,1988893,1985142,3752,1,3,280,0,18.1785714286,0.606729038
1009,0,637800436,637800436,2062349,2061855,495,1,1,28,65,29.5656565657,0.9867850418
1010,0,637800506,637800505,2138538,2137504,1035,1,2,75,0,13.9458937198,0.4654589451
1011,0,637800729,637800729,2353058,2351030,2029,1,1,43,72,6.007885658,0.2005195348
1012,0,637800738,637800735,2361354,2358124,3231,1,4,103,38,8.02909316,0.2679794718
1013,0,637800762,637800761,2383678,2381547,2132,1,2,71,67,1101.7987804878,36.7736989926
1014,0,637800953,637800953,2586093,2585648,446,1,1,21,20,4.6726457399,0.155954491
1015,0,637800967,637800965,2599174,2596667,2508,1,3,26,52,9.4513556619,0.3154489862
1016,0,637801015,637801014,2645425,2644187,1239,1,2,33,130,22.0847457627,0.7371017355
1017,1,637798668,637798670,259188,262440,3251,1,3,38,68,15.2732861974,0.5097620723
1018,1,637798801,637798801,388468,389714,1245,1,1,26,96,14.8692862871,0.4962781482
1019,1,637798937,637798938,513581,515288,1706,1,2,31,0,5.7962529274,0.1934560687
1020,1,637798962,637798962,536594,537749,1154,1,1,0,64,18.8901384083,0.6304783382
1021,1,637799040,637799040,621248,622240,991,1,1,29,103,5.1641490433,0.1723589333
1022,1,637799226,637799226,803060,804895,1834,1,1,13,80,5.0680827887,0.1691526205
1023,1,637799246,637799247,823343,825330,1986,1,2,163,0,21.3692152918,0.7132201497
1024,1,637799267,637799267,847205,848486,1280,1,1,28,228,12.3650546022,0.4126967684
1025,1,637799346,637799350,934773,940455,5681,1,5,91,63,18.0723209572,0.6031828163
1026,1,637799610,637799611,1213452,1215201,1748,1,2,28,60,20.9685714286,0.6998482373
1027,1,637799685,637799688,1279056,1281945,2888,1,3,23,0,5.8930795848,0.1966877607
1028,1,637799804,637799804,1409535,1413261,3725,1,1,25,129,6.0029514355,0.2003548499
1029,1,637799826,637799827,1443526,1445725,2198,1,2,20,0,4.8722727273,0.1626172527
1030,1,637799958,637799959,1583328,1586106,2777,1,2,79,28,50.8546239655,1.6973268334
1031,1,640711045,637800082,1712940,1714082,1141,0,2,46,7,1242.6841644794,0
1032,1,637800233,637800235,1863269,1865946,2676,1,3,21,0,15.6004480956,0.5206814466
1033,1,637800374,637800376,2006027,2009021,2993,1,3,20,31,9.2918196995,0.3101243048
1034,1,637800398,637800399,2027910,2029202,1291,1,1,19,89,30.1330239753,1.0057215289
1035,1,637800405,637800405,2033408,2033612,203,1,1,41,41,285.756097561,9.5374118298
1036,1,637800428,637800429,2052953,2055468,2514,1,2,28,56,21.4101748808,0.7145872193
1037,1,637800486,637800486,2110157,2111810,1652,1,1,24,7,3.1426844015,0.104890414
1038,1,637800502,637800502,2135106,2135812,705,1,1,19,55,12.2786421499,0.4098126615
1039,1,637800532,637800532,2167125,2167917,791,1,1,24,1,5.9129886507,0.1973522468
1040,1,637800799,637800799,2418194,2419643,1448,1,1,116,125,6.4468965517,0.2151719874
1041,1,637800887,637800887,2514250,2515319,1068,1,1,26,48,34.3,1.1447987585
1042,0,637798659,637798658,248648,247772,877,1,2,19,137,169.2314709236,5.6482792357
1043,0,637798931,637798931,508762,508229,534,1,1,59,85,9.4288389513,0.3146974672
1044,0,637799333,637799331,923099,921780,1320,1,3,123,0,26.8553030303,0.8963241273
1045,0,637799628,637799627,1230508,1228023,2486,1,2,0,25,3.9026548673,0.1302552317
1046,0,640711050,637800689,2309726,2307244,2483,0,3,0,10,11891.5835682642,0
1047,1,637799000,637799000,577911,578589,677,1,1,0,16,5.6038291605,0.187033722
1048,0,637798526,637798526,120013,119502,512,1,1,20,6,2.248046875,0.0750309409
1049,0,637798559,637798558,156309,154740,1570,1,2,2,174,20.7630573248,0.6929889867
1050,0,637798626,637798625,221453,220278,1176,1,2,56,38,6.3069727891,0.2105018839
1051,0,637798791,637798790,378694,376527,2168,1,2,0,0,46.4990774908,1.5519558653
1052,0,637799069,637799069,653512,652976,537,1,1,124,71,114.6163873371,3.825443087
1053,0,637799070,637799069,653798,652976,823,1,1,28,71,82.7108140948,2.7605608538
1054,0,637799320,637799320,914425,911699,2727,1,1,84,57,13.6740007334,0.4563842291
1055,0,637799541,637799537,1132894,1127858,5037,1,5,174,6,6.0081397657,0.2005280159
1056,0,637800095,637800095,1729291,1728772,520,1,1,45,16,6.2865384615,0.2098198667
1057,0,637800138,637800137,1767876,1765427,2450,1,2,27,37,3.7114285714,0.1238728519
1058,1,637800042,637800042,1673906,1675344,1437,1,1,29,0,8.4933981932,0.2834761431
1059,1,637800201,637800201,1826511,1827645,1133,1,1,17,26,7.4202643172,0.2476591655
1060,1,637800763,637800764,2383811,2385925,2113,1,2,59,117,144.4836879433,4.8222958172
1061,1,637800906,637800907,2535209,2538366,3156,1,2,31,8,6.3201393287,0.2109413311
1062,1,640711061,640711061,2623091,2623165,73,0,1,0,1,324768.2,0
1063,0,637798415,637798415,10892,10160,733,1,1,14,92,20.105047749,0.6710272217
1064,0,637798459,637798459,56398,55204,1195,1,1,46,0,3.1774058577,0.1060492793
1065,0,637798649,637798649,238556,238325,232,1,1,34,54,216.3706896552,7.2216004939
1066,0,637799136,637799136,718025,717073,953,1,1,62,249,14.1615949633,0.472658202
1067,0,637799360,637799360,949903,947898,2006,1,1,54,59,42.3978065803,1.4150716133
1068,0,637799546,637799546,1138034,1137758,277,1,1,19,102,9.5126353791,0.3174942616
1069,0,637799729,637799729,1327874,1326892,983,1,1,20,0,6.4567650051,0.2155013575
1070,1,637798550,637798550,146240,146761,520,1,1,28,41,8.6609195402,0.2890673451
1071,1,637798611,637798611,206146,207214,1067,1,1,52,0,9.0963517306,0.3036003548
1072,1,637799326,637799329,918090,921283,3192,1,4,45,0,12.9295554164,0.43153758
1073,1,637800229,637800229,1855018,1859910,4891,1,1,186,0,6.1256897609,0.2044513712
1074,1,637800299,637800300,1926805,1930559,3753,1,2,88,73,36.283355526,1.2109953459
1075,1,637800399,637800399,2028174,2029202,1027,1,1,22,89,33.8367346939,1.129336789
1076,1,637800449,637800450,2073003,2074449,1445,1,2,25,0,7.7145818936,0.2574823258
1077,1,637800647,637800647,2282643,2283330,686,1,1,29,161,19.3619186047,0.6462245007
1078,0,637799355,637799355,944149,943429,721,1,1,22,6,5.5117891817,0.1839617905
1079,0,637799701,637799701,1296219,1295438,782,1,1,44,0,4.6202046036,0.1542042127
1080,0,637799850,637799850,1472216,1471869,348,1,1,30,111,12.0833333333,0.4032940232
1081,0,637800101,637800101,1733760,1733386,375,1,1,0,15,2.7653333333,0.0922959232
1082,0,637800185,637800184,1817589,1815766,1824,1,2,27,82,54.5021929825,1.8190683049
1083,0,637800607,637800607,2244948,2244712,237,1,1,8,13,2.2953586498,0.0766100214
1084,0,637800707,637800707,2329417,2328759,659,1,1,212,120,15.8239757208,0.5281419172
1085,0,637800873,637800869,2498692,2492980,5713,1,5,31,0,9.3290740417,0.3113677079
1086,1,637798843,637798844,427463,428496,1032,1,2,0,1,2.4352030948,0.0812774775
1087,1,637799103,637799103,685277,685634,356,1,1,13,0,3.7737430168,0.1259526624
1088,1,637799925,637799926,1543919,1545353,1433,1,2,4,0,4.0529616725,0.1352718802
1089,0,637799805,637799805,1414135,1413214,922,1,1,153,73,14.4110629067,0.4809844585
1090,0,637799871,637799870,1494080,1491575,2506,1,1,50,221,69.4126097366,2.3167192261
1091,0,637800311,637800310,1942984,1938197,4788,1,2,170,83,12.8091060986,0.4275174566
1092,0,637800892,637800889,2521691,2517789,3903,1,4,51,67,19.1667947733,0.6397120366
1093,1,637799121,637799122,698678,700918,2239,1,2,30,78,24.8362338242,0.8289355581
1094,1,637800425,637800425,2050849,2051994,1144,1,1,56,100,9.0593368237,0.3023649431
1095,0,637799260,637799260,839848,839012,837,1,1,39,87,27.6140979689,0.9216497106
1096,0,637800497,637800497,2130231,2129314,918,1,1,45,0,5.3583877996,0.1788418572
1097,1,637799094,637799095,675923,677967,2043,1,2,23,0,9.3359413203,0.3115969106
1098,1,637799816,637799816,1430389,1431319,929,1,1,49,36,8.6272824919,0.2879446731
1099,1,637800740,637800742,2361165,2364988,3822,1,3,236,0,5.7751046025,0.192750221
1100,1,637800792,637800792,2411466,2412573,1106,1,1,33,124,14.9323104693,0.4983816469
1101,1,637800918,637800918,2550683,2551748,1064,1,1,21,274,14.0675422139,0.469519092
1102,1,637801066,637801066,2693730,2694978,1247,1,1,98,50,21.8254603683,0.7284478115
1103,0,637798758,637798758,345431,344583,849,1,1,0,240,19.7950530035,0.6606808192
1104,0,637799788,637799786,1396786,1388086,8701,1,3,16,23,4.1665325825,0.1390624294
1105,0,637800340,637800340,1972808,1972283,526,1,1,30,7,3.8479087452,0.128428022
1106,0,637800627,637800627,2261430,2261239,192,1,1,1,5,17.0885416667,0.5703481425
1107,0,637801054,637801054,2682813,2681983,831,1,1,0,0,3.6799037304,0.122820677
1108,1,637798775,637798777,362088,366022,3933,1,3,59,7,7.5857687421,0.2531830507
1109,1,637800541,637800541,2177348,2179490,2141,1,1,119,29,4.2776481568,0.1427710291
1110,0,637798593,637798593,185480,184389,1092,1,1,19,29,3.7243589744,0.1243044178
1111,0,637798788,637798787,375754,374664,1091,1,2,32,368,47.9459211732,1.6002458026
1112,0,637799576,637799576,1175804,1174992,813,1,1,70,86,10.6469864699,0.3553544284
1113,0,637800161,637800161,1795238,1794074,1165,1,1,10,69,3.7098712446,0.1238208745
1114,0,637800798,637800798,2418541,2417537,1005,1,1,247,56,8.6378109453,0.2882960713
1115,0,637801001,637801001,2632109,2629750,2360,1,1,47,0,2.031779661,0.067812794
1116,1,637798519,637798520,113174,113815,640,1,2,22,117,36.7289719626,1.2258682653
1117,1,637798695,637798696,284097,288139,4041,1,2,51,0,20.9015582488,0.6976116016
1118,1,637798772,637798772,357492,359803,2310,1,1,57,71,4.9156574394,0.1640652634
1119,1,637798812,637798812,399909,400447,537,1,1,44,93,12.4730983302,0.4163028421
1120,1,640711035,640711035,923151,923235,83,0,1,0,0,133490.670588235,0
1121,1,637799356,637799356,944182,944540,357,1,1,38,0,6.4735376045,0.2160611607
1122,1,637799574,637799574,1172694,1174011,1316,1,1,1,99,13.4810318665,0.4499436894
1123,1,637799741,637799741,1337058,1338133,1074,1,1,18,86,5.657063197,0.1888104643
1124,1,637800240,637800241,1868856,1870562,1705,1,2,84,107,27.5155243117,0.9183597105
1125,1,637800312,637800312,1943283,1943912,628,1,1,25,71,7.2793650794,0.2429565045
1126,1,637800321,637800321,1952745,1953265,519,1,1,74,240,19.9635316699,0.6663039729
1127,1,637800386,637800386,2018328,2019540,1211,1,1,61,123,28.7304204452,0.9589081534
1128,1,640711048,640711048,2196083,2196156,72,0,1,0,1,863686.108108108,0
1129,1,637800605,637800606,2242681,2244536,1854,1,2,32,0,15.3238146552,0.5114485131
1130,1,637800858,637800858,2482937,2484056,1118,1,1,54,31,5.2026785714,0.1736448971
1131,0,637798417,637798417,12034,11577,458,1,1,70,64,64.5087336245,2.1530471767
1132,0,637800073,637800071,1705066,1701459,3608,1,1,53,654,290.4659090909,9.6946067674
1133,1,637799129,637799129,711412,712569,1156,1,1,34,23,6.4360967185,0.2148115316
1134,1,637799623,637799623,1224265,1224646,380,1,1,33,112,12.7853403141,0.4267242482
1135,1,637800019,637800019,1651266,1652698,1431,1,1,93,29,3.2840195394,0.1096076236
1136,1,637800928,637800928,2560356,2561116,759,1,1,19,175,15.5900131406,0.5203331687
1137,0,637798551,637798551,147087,146717,371,1,1,47,0,5.6603773585,0.1889210779
1138,0,637799393,637799392,981175,979758,1418,1,2,38,0,3.4146685472,0.1139681724
1139,0,637800368,637800366,2001940,2000131,1810,1,3,0,74,5.7563535912,0.1921243861
1140,0,637800555,637800555,2191924,2190917,1008,1,1,24,0,3.8234126984,0.1276104405
1141,0,637800795,637800795,2415220,2413960,1261,1,1,6,178,13.5543219667,0.452389824
1142,1,637798554,637798554,148621,150239,1617,1,1,25,49,4.4428659666,0.1482853482
1143,1,637799738,637799740,1334099,1337029,2929,1,3,82,24,6.5206414193,0.2176333003
1144,0,637798502,637798502,94310,93657,654,1,1,25,107,12.1162079511,0.4043912484
1145,0,640711032,637799127,709692,707744,1949,0,2,0,0,9985.9055926116,0
1146,0,637799450,637799450,1043340,1042308,1033,1,1,0,76,8.1897386254,0.273341184
1147,0,637800281,637800281,1907461,1906858,604,1,1,35,62,7.1175496689,0.2375557442
1148,1,637798552,637798552,147126,147999,872,1,1,34,144,3.6327231121,0.121245974
1149,1,637798748,637798748,336281,336616,334,1,1,82,26,5.8898809524,0.196581003
1150,1,637800831,637800831,2450092,2451326,1233,1,1,17,66,10.9101214575,0.3641368368
1151,0,637798672,637798671,263250,262258,993,1,2,55,127,9.9063444109,0.3306347167
1152,0,637798699,637798699,290113,289571,543,1,1,18,186,11.0313075506,0.3681815507
1153,0,637798727,637798727,318605,318019,587,1,1,120,128,244.9318568995,8.1748596412
1154,0,637798763,637798763,351298,349862,1437,1,1,20,13,5.2992345164,0.1768675538
1155,0,637799066,637799064,650037,647124,2914,1,3,28,0,14.4794097461,0.4832656066
1156,0,637799291,637799290,877956,874373,3584,1,2,69,17,4.8113839286,0.1605850247
1157,0,637799378,637799378,967577,966374,1204,1,1,16,156,10.8031561462,0.3605667565
1158,0,637799382,637799381,971717,969968,1750,1,2,78,0,6.992,0.2333653912
1159,0,637799418,637799418,1007942,1007414,529,1,1,62,167,11.2986767486,0.3771052803
1160,0,637799443,637799442,1038102,1036964,1139,1,2,16,85,9.0983318701,0.303666444
1161,0,637799522,637799522,1114934,1113283,1652,1,1,210,71,34.4715496368,1.1505244091
1162,0,637799742,637799742,1338598,1338162,437,1,1,20,60,5.9038901602,0.1970485751
1163,0,637799822,637799821,1436088,1434487,1602,1,2,22,51,12.8520599251,0.4289510861
1164,0,637799830,637799830,1450076,1447563,2514,1,1,7,284,11.1435958632,0.3719292917
1165,0,637799864,637799864,1486739,1484899,1841,1,1,29,126,11.3177620858,0.3777422737
1166,0,637799913,637799912,1532426,1531194,1233,1,2,28,0,13.2424979724,0.4419823684
1167,0,637800223,637800222,1849152,1847416,1737,1,2,31,52,76.0535405872,2.5383673133
1168,0,637800245,637800244,1874433,1873092,1342,1,1,36,259,28.3956780924,0.9477357733
1169,0,637800265,637800264,1895648,1894377,1272,1,2,18,123,20.2051886792,0.6743695311
1170,0,637800302,637800302,1932628,1931311,1318,1,1,23,29,4.5280728376,0.1511292176
1171,0,637800317,637800315,1948604,1946140,2465,1,3,21,14,14.0977687627,0.4705279351
1172,0,637800452,637800451,2075799,2074574,1226,1,2,18,24,9.2120717781,0.3074626337
1173,0,637800476,637800475,2101026,2099490,1537,1,1,22,58,233.5048796357,7.7934721944
1174,0,637800614,637800614,2251488,2251132,357,1,1,5,28,6.9047619048,0.2304537276
1175,0,637800778,637800777,2398425,2395924,2502,1,2,11,0,4.7849720224,0.1597034994
1176,0,637800847,637800844,2474123,2471271,2853,1,4,22,108,50.8489309499,1.6971368228
1177,0,637800932,637800929,2565194,2560845,4350,1,4,30,101,39.5020689655,1.3184233095
1178,0,637800993,637800992,2624469,2623378,1092,1,2,20,0,5.7912087912,0.1932877153
1179,0,637801022,637801022,2652419,2651656,764,1,1,42,404,42.2827225131,1.4112305608
1180,1,637798778,637798778,366034,366920,885,1,1,19,67,3.9289740699,0.1311336629
1181,1,637798804,637798804,392929,393524,594,1,1,61,76,27.1375838926,0.9057455494
1182,1,637798892,637798893,470935,473580,2644,1,2,40,26,6.0321239607,0.2013285137
1183,1,637798969,637798970,541898,543669,1770,1,2,156,73,14.1399548533,0.4719359404
1184,1,637798972,637798972,545756,546526,769,1,1,18,39,6.784695201,0.2264463744
1185,1,637799235,637799239,812931,817126,4194,1,5,24,37,9.9118207817,0.3308174964
1186,1,637799271,637799276,853524,864240,10715,1,6,105,294,14.6479425212,0.4888905659
1187,1,637799278,637799279,865511,867362,1850,1,2,85,154,22.1630669546,0.739715788
1188,1,637799313,640711034,906790,908403,1612,0,3,42,1,2037.5092936803,0
1189,1,637799335,637799336,924055,926576,2520,1,2,24,53,16.2894528152,0.5436777074
1190,1,637799568,637799570,1166923,1170635,3711,1,3,26,180,10.5900888769,0.3534554111
1191,1,637799582,637799583,1183257,1189449,6191,1,2,240,183,10.0011303084,0.3337982963
1192,1,637799590,637799590,1196840,1198977,2136,1,1,577,136,122.1571562208,4.0771242204
1193,1,637799727,637799727,1322804,1324371,1566,1,1,106,52,8.1677295918,0.2726066092
1194,1,637799730,637799731,1327997,1330141,2143,1,2,96,0,3.4867132867,0.1163727418
1195,1,637799772,637799772,1374738,1375872,1133,1,1,18,31,5.2731277533,0.175996213
1196,1,637799809,637799809,1417472,1420004,2531,1,1,68,125,25.8460323727,0.8626386522
1197,1,637799875,637799876,1497152,1498624,1471,1,2,65,0,190.7786829599,6.367440217
1198,1,637799982,637799982,1606114,1606692,577,1,1,15,3,2.7219343696,0.090847437
1199,1,637800096,637800097,1729275,1730964,1688,1,2,109,0,6.1343195266,0.2047393988
1200,1,637800224,637800224,1849294,1852170,2875,1,1,9,0,4.3993743483,0.1468337694
1201,1,637800501,637800501,2134591,2135472,880,1,1,17,487,38.1405895692,1.2729824953
1202,1,637800714,637800714,2335825,2336419,593,1,1,21,316,36.9243697479,1.2323898731
1203,1,637800950,637800950,2581900,2583098,1197,1,1,39,95,60.3027522936,2.0126681036
1204,1,637800995,637800995,2624946,2626217,1270,1,1,36,57,6.1517295597,0.2053204771
1205,1,637801050,637801051,2678811,2680459,1647,1,2,49,46,23.7307459066,0.7920387305
1206,1,637801056,637801056,2684023,2685045,1021,1,1,21,54,6.1026392962,0.2036820376
1207,0,637798477,637798477,71142,69903,1240,1,1,3,37,6.9112903226,0.2306716204
1208,0,637798504,637798504,100273,98207,2067,1,1,187,95,13.6071601355,0.4541533538
1209,0,637798980,637798978,555238,551825,3414,1,3,104,53,7.0635618043,0.2357538421
1210,0,637799263,637799262,842285,840173,2113,1,2,53,90,14.880265026,0.4966445753
1211,0,637799706,637799704,1301163,1298515,2649,1,2,0,115,20.4371460929,0.6821113548
1212,0,637799995,637799994,1619985,1617608,2378,1,2,289,573,58.6526492851,1.9575941717
1213,0,637800307,637800307,1936826,1936282,545,1,1,27,107,6.6348623853,0.2214455458
1214,0,637800361,637800361,1995535,1994383,1153,1,1,209,182,11.6131830009,0.3876022589
1215,1,637798499,637798499,90855,91713,857,1,1,174,37,4.266589057,0.14240192
1216,1,637798883,637798883,460547,460989,441,1,1,5,27,8.618510158,0.2876518871
1217,1,637799551,637799551,1143359,1144919,1559,1,1,38,587,32.2338244715,1.075837966
1218,1,637799670,637799671,1265064,1267137,2072,1,2,24,80,6.1041465767,0.2037323447
1219,1,637799683,637799683,1277368,1278306,937,1,1,92,451,41.8626198083,1.3972091891
1220,1,637799791,637799796,1399637,1403251,3613,1,5,105,148,13.7242047026,0.4580598397
1221,1,637800086,637800086,1716762,1717589,826,1,1,26,85,19.0060386473,0.6343466312
1222,1,637800143,637800144,1772884,1775466,2581,1,2,62,40,37.8528842431,1.2633800257
1223,1,637800643,637800643,2276788,2277930,1141,1,1,12,0,2.2248468941,0.074256617
1224,0,637798428,637798426,24135,21103,3033,1,3,14,31,5.0520936367,0.1686189657
1225,0,637798553,637798553,148598,148046,553,1,1,107,113,9.7902350814,0.3267594451
1226,0,637799006,637799005,583434,581198,2237,1,2,36,7,8.825212338,0.2945507909
1227,0,637799126,637799125,707697,705006,2692,1,1,24,67,43.9795690936,1.4678646091
1228,0,637799672,637799672,1268117,1267422,696,1,1,0,0,2.9123563218,0.0972029709
1229,0,637800211,637800211,1837057,1836728,330,1,1,10,23,2.9757575758,0.0993190548
1230,1,637798517,637798517,109989,111631,1641,1,1,23,24,3.6354230067,0.1213360859
1231,1,637799785,637799785,1386557,1388148,1590,1,1,30,65,2.1702261307,0.0724335913
1232,0,637800018,637800017,1651079,1648682,2398,1,2,93,0,4.2051709758,0.1403520266
1233,0,637800499,637800499,2133222,2132200,1023,1,1,25,56,7.5063538612,0.2505324951
1234,0,637800989,637800989,2621670,2621054,617,1,1,23,48,4.9513776337,0.1652574626
1235,1,637799268,637799270,848826,852637,3810,1,2,44,8,5.8546694648,0.1954057824
1236,1,637799655,637799655,1246995,1248581,1585,1,1,109,212,10.7284183995,0.3580723051
1237,1,637799983,637799983,1606701,1608004,1302,1,1,45,2,3.0283742331,0.1010751913
1238,1,637800303,637800305,1932612,1935312,2699,1,3,153,137,13.995557201,0.4671165162
1239,0,637798541,637798541,136720,135996,725,1,1,69,20,2.2703448276,0.0757751586
1240,0,637799008,637799008,585293,584412,882,1,1,29,13,3.343537415,0.1115940957
1241,0,637799597,637799594,1204356,1200525,3832,1,4,37,248,3.8940501044,0.1299680386
1242,1,637798814,637798814,400768,401421,652,1,1,0,0,2.3379204893,0.0780305677
1243,1,637800146,637800146,1776146,1778297,2150,1,1,53,71,3.6212825279,0.1208641324
1244,0,637799309,637799309,903119,902069,1051,1,1,0,40,4.3862987631,0.146397358
1245,1,637799851,637799854,1472521,1476799,4277,1,2,64,806,49.6861416219,1.6583274997
1246,1,637799935,637799936,1551630,1553086,1455,1,2,112,4,5.6396705559,0.1882299665
1247,0,637798487,637798487,79410,78409,1002,1,1,214,578,14.6357285429,0.4884829114
1248,0,637798639,637798639,230125,229484,642,1,1,71,145,13.6417445483,0.455307645
1249,0,637799187,637799187,764877,763606,1272,1,1,23,34,4.8168238994,0.1607665895
1250,0,637800861,637800860,2485533,2484428,1106,1,2,6,11,4.404159132,0.1469934667
1251,1,637798452,637798453,45022,48916,3893,1,2,142,35,10.1861360719,0.3399730591
1252,0,637799580,637799579,1182443,1179142,3302,1,2,0,153,9.1596002423,0.3057113407
1253,0,637800339,637800338,1972254,1969931,2324,1,2,26,0,15.269363167,0.509631137
1254,0,637800353,637800352,1989696,1986089,3608,1,1,91,287,18.2716186253,0.6098345867
1255,0,637800465,637800464,2090061,2085761,4301,1,2,124,132,43.9858172518,1.4680731481
1256,1,637798430,637798430,25416,27174,1757,1,1,0,52,5.0022740193,0.1669561833
1257,1,637798839,637798839,423596,425312,1715,1,1,36,472,16.1776354106,0.5399456832
1258,1,637798984,637798986,557200,560010,2809,1,2,0,394,20.6431874778,0.688988204
1259,1,637799141,637799142,723144,724539,1394,1,2,92,128,17.3925501433,0.5804947466
1260,1,637799542,637799542,1132773,1134232,1458,1,1,195,56,41.401369863,1.3818144844
1261,0,637798471,637798471,65601,64924,678,1,1,60,63,66.9306784661,2.2338821463
1262,0,640711016,640711016,87796,87724,73,0,1,0,1,446403.150684932,0
1263,0,637798715,637798713,309179,304554,4626,1,3,136,156,14.8406830955,0.4953234865
1264,0,637798983,637798983,556977,555944,1034,1,1,0,470,29.2079303675,0.9748455518
1265,0,637799878,637799877,1500367,1498702,1666,1,2,25,0,10.1926770708,0.3401913719
1266,0,637800090,637800090,1724767,1723520,1248,1,1,31,20,2.4639423077,0.0822366792
1267,0,637800573,637800573,2208104,2207291,814,1,1,23,215,17.7334152334,0.5918714793
1268,0,637800836,637800835,2460388,2457067,3322,1,2,57,36,5.6673690548,0.1891544332
