Array Design Name	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Provider	Hideo Iwasaki(hideo-iwasaki@waseda.jp)
Comment[ArrayExpressAccession]	A-GEOD-8012
Comment[SecondaryAccession]	GPL8012
Comment[Description]	Array Manufacturer: Affymetrix, Distribution: non-commercial, Technology: in situ oligonucleotide<br>Comment[7942_ID] = S. elongatus PCC 7942 gene ID  (cf. Complete Genomic Sequence GenBank Accession number NC_007604)<br>Comment[6301_ID] = S. elongatus PCC 6301 gene ID of sequence used to design oligonucleotide probe (cf. Complete Genomic Sequence GenBank Accession number NC_006576)<br>Comment[SYMBOL] = Gene symbol name<br>Comment[ORF] = LINK_PRE:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=gene&cmd=search&term= LINK_SUF:[gene name]<br>Comment[DESCRIPTION] = Gene description
Comment[SubmittedName]	Affymetrix Custom GeneChip Synechococcus 2516 ORFs v1.0.
Comment[Organism]	Synechococcus elongatus PCC 7942 Synechococcus elongatus PCC 6301
Printing Protocol	Affymetrix prokaryotic array protocol (see Affymetrix website)
Surface Type	
Substrate Type	
Term Source Name

Reporter Name	Comment[7942_ID]	Comment[6301_ID]	Comment[SYMBOL]	Comment[ORF]	Comment[DESCRIPTION]
syc1944-m_at	Synpcc7942_2166	syc1929_d		syc1929	
syc1945-m_at	Synpcc7942_2165	syc1930_d		syc1930	
syc1946-h_at	Synpcc7942_2164	syc1931_c		syc1931	cell death suppressor protein Lls1 homolog
syc1947-h_at	Synpcc7942_2163	syc1932_c		syc1932	hypothetical protein
syc1948-h_at	Synpcc7942_2161	syc1933_c		syc1933	
syc1949-h_at	Synpcc7942_2160	syc1934_c	spt, agt	syc1934	soluble hydrogenase 42 kD subunit  serine:pyruvate/alanine:glyoxylate aminotransferase
syc1950-h_at	Synpcc7942_2159	syc1935_c		syc1935	hypothetical protein
syc1951-h_at	Synpcc7942_2158	syc1936_c	apcF	syc1936	allophycocyanin beta-18 subunit
syc1952-m_at	Synpcc7942_2157	syc1937_d		syc1937	
syc1953-m_at	Synpcc7942_2156	syc1938_d	glnA	syc1938	glutamate--ammonia ligase
syc1954-m_at	Synpcc7942_2155	syc1939_d		syc1939	hypothetical protein
syc1955-m_at	Synpcc7942_2152	syc1940_d		syc1940	hypothetical protein
syc1956-m_at	Synpcc7942_2151	syc1941_d		syc1941	UDP-glucose-beta-D-glucan glucosyltransferase  cellulose synthase catalytic subunit
syc1957-h_at	Synpcc7942_2150	syc1942_c		syc1942	probable hydrolase
syc1958-h_at	Synpcc7942_2149	syc1943_c	ycf38	syc1943	ABC-2 type transport system permease protein
syc1959-h_at	Synpcc7942_2148	syc1944_c		syc1944	ABC transporter ATP-binding protein
syc1960-h_at	Synpcc7942_2147	syc1945_c		syc1945	hypothetical protein
syc1961-m_at	Synpcc7942_2145	syc1946_d		syc1946	hypothetical protein
syc1962-m_at	Synpcc7942_2144	syc1947_d		syc1947	hypothetical protein
syc1963-h_at	Synpcc7942_2143	syc1948_c	trpB	syc1948	tryptophan synthase beta subunit
syc1964-m_at	Synpcc7942_2142	syc1949_d	sui1	syc1949	translation initiation factor SUI1
syc1965-h_at	Synpcc7942_2141	syc1950_c		syc1950	
syc1966-h_at		syc1951_c		syc1951	hypothetical protein
syc1967-h_at	Synpcc7942_2140	syc1952_c		syc1952	hypothetical protein
syc1968-h_at	Synpcc7942_2139	syc1953_c		syc1953	probable glutathione S-transferase
syc1969-h_at	Synpcc7942_2138	syc1954_c		syc1954	
syc1970-h_at	Synpcc7942_2137	syc1955_c	chlH	syc1955	Magnesium protoporphyrin IX chelatase subunit H
syc1971-m_at	Synpcc7942_2136	syc1956_d	dapB	syc1956	dihydrodipicolinate reductase
syc1972-m_at	Synpcc7942_2135	syc1957_d		syc1957	hypothetical protein
syc1973-m_at	Synpcc7942_2134	syc1958_d	amiA	syc1958	N-acetylmuramoyl-L-alanine amidase
syc1974-m_at	Synpcc7942_2133	syc1959_d		syc1959	hypothetical protein
syc1975-h_at	Synpcc7942_2132	syc1960_c	manB	syc1960	MrsA protein homolog  phosphomannomutase
syc1976-m_at	Synpcc7942_2131	syc1961_d	slt	syc1961	probable soluble lytic transglycosylase
syc1977-h_at	Synpcc7942_2130	syc1962_c		syc1962	
syc1978-h_at	Synpcc7942_2129	syc1963_c		syc1963	iron-sulfur cluster binding protein
syc1979-m_at	Synpcc7942_2128	syc1964_d	trxA	syc1964	thiol:disulfide interchange protein TrxA
syc1980-h_at	Synpcc7942_2127	syc1965_c	nblA	syc1965	phycobilisome degradation protein
syc1981-m_at	Synpcc7942_2126	syc1966_d		syc1966	hypothetical protein
syc1982-h_at	Synpcc7942_2125	syc1967_c		syc1967	hypothetical protein
syc1983-m_at	Synpcc7942_2124	syc1968_d	bcp	syc1968	histone deacetylase family protein  acetylpolyamine aminohydolase
syc1984-m_at	Synpcc7942_2123	syc1969_d	trpD, trpG	syc1969	anthranilate phosphoribosyltransferase
syc1985-m_at	Synpcc7942_2122	syc1970_d	carA, pyrA	syc1970	carbamoyl-phosphate synthase small chain
syc1986-m_at	Synpcc7942_2121	syc1971_d		syc1971	similar to anti-sigma f factor antagonist
syc1987-m_at	Synpcc7942_2120	syc1972_d		syc1972	hypothetical protein
syc1988-m_at	Synpcc7942_2119	syc1973_d		syc1973	probable tRNA/rRNA methyltransferase
syc1989-m_at	Synpcc7942_2118	syc1974_d		syc1974	hypothetical protein
syc1990-m_at	Synpcc7942_2117	syc1975_d	gatA	syc1975	glutamyl-tRNA(Gln) amidotransferase subunit A
syc1991-m_at	Synpcc7942_2116	syc1976_d		syc1976	hypothetical protein
syc1993-m_at	Synpcc7942_2115	syc1977_d		syc1977	hypothetical protein
syc1994-h_at	Synpcc7942_2114	syc1978_c	sasA, hik8	syc1978	two-component sensor histidine kinase
syc1995-h_at	Synpcc7942_2113	syc1979_c	kprS	syc1979	ribose-phosphate pyrophosphokinase
syc1996-m_at	Synpcc7942_2112	syc1980_d		syc1980	hypothetical protein
syc1997-h_at	Synpcc7942_2111	syc1981_c		syc1981	glucokinase  xylose repressor    transcription factor ROK family
syc1998-m_at	Synpcc7942_2110	syc1982_d	fmt	syc1982	methionyl-tRNA formyltransferase
syc1999-h_at	Synpcc7942_2109	syc1983_c		syc1983	ATP-binding protein of ABC transporter
syc2000-h_at	Synpcc7942_2108	syc1984_c		syc1984	
syc2001-m_at		syc1985_d		syc1985	
syc2002-m_at	Synpcc7942_2107	syc1986_d	cynA	syc1986	putative cyanate ABC transporter substrate-binding protein
syc2003-m_at	Synpcc7942_2106	syc1987_d	cynB	syc1987	putative cyanate ABC transporter permease protein
syc2004-m_at	Synpcc7942_2105	syc1988_d	cynD	syc1988	putative cyanate ABC transporter ATP-binding protein
syc2005-m_at	Synpcc7942_2104	syc1989_d	cynS	syc1989	cyanate lyase
syc2006-m_at	Synpcc7942_2103	syc1990_d		syc1990	
syc2007-h_at	Synpcc7942_2102	syc1991_c		syc1991	NAD-reducing hydrogenase gamma
syc2008-h_at	Synpcc7942_2101	syc1992_c	rfbA	syc1992	glucose-1-phosphate thymidylyltransferase
syc2009-h_at	Synpcc7942_2100	syc1993_c	rfbB	syc1993	dTDP-glucose 46-dehydratase
syc2010-h_at	Synpcc7942_2099	syc1994_c	rfbD	syc1994	dTDP-6-deoxy-L-mannose-dehydrogenase
syc2011-h_at	Synpcc7942_2098	syc1995_c	rfbC	syc1995	dTDP-4-dehydrorhamnose 3-epimerase
syc2012-m_at	Synpcc7942_2097	syc1996_d		syc1996	hypothetical protein
syc2013-h_at	Synpcc7942_2096	syc1997_c		syc1997	hypothetical protein
syc2014-h_at	Synpcc7942_2095	syc1998_c		syc1998	
syc2015-h_at	Synpcc7942_2094	syc1999_c		syc1999	hypothetical protein
syc2016-h_at	Synpcc7942_2093	syc2000_c	chpY, cupA	syc2000	protein involved in low CO2-inducible high affinity CO2 uptake
syc2017-h_at	Synpcc7942_2092	syc2001_c	ndhD3	syc2001	NADH dehydrogenase subunit 4
syc2018-h_at	Synpcc7942_2091	syc2002_c	ndhF3	syc2002	NADH dehydrogenase subunit 5
syc2019-h_at	Synpcc7942_2090	syc2003_c	thrA	syc2003	homoserine dehydrogenase
syc2020-m_at	Synpcc7942_2089	syc2004_d		syc2004	hypothetical protein
syc2021-h_at	Synpcc7942_2088	syc2005_c		syc2005	
syc2022-h_at	Synpcc7942_2087	syc2006_c	hisF	syc2006	cyclase
syc2023-m_at	Synpcc7942_2086	syc2007_d		syc2007	hypothetical protein
syc2024-m_at	Synpcc7942_2085	syc2008_d		syc2008	probable anion transporting ATPase
syc2025-m_at	Synpcc7942_2084	syc2009_d	chlG	syc2009	chlorophyll a synthase
syc2026-h_at	Synpcc7942_2083	syc2010_c		syc2010	hypothetical protein
syc2027-m_at	Synpcc7942_2082	syc2011_d	fus	syc2011	elongation factor EF-G
syc2028-m_at	Synpcc7942_2081	syc2012_d	wcaA	syc2012	probable glycosyl transferase
syc2029-h_at	Synpcc7942_2080	syc2013_c		syc2013	probable phosphoketolase 1
syc2030-m_at	Synpcc7942_2079	syc2014_d	ackA	syc2014	acetate kinase
syc2031-m_at	Synpcc7942_2078	syc2015_d		syc2015	phosphoglycerate mutase
syc2032-h_at	Synpcc7942_2077	syc2016_c		syc2016	hypothetical protein
syc2033-h_at	Synpcc7942_2076	syc2017_c		syc2017	hypothetical protein
syc2034-h_at	Synpcc7942_2075	syc2018_c		syc2018	hypothetical protein
syc2035-h_at	Synpcc7942_2074	syc2019_c	dnaJ	syc2019	DnaJ protein
syc2036-h_at	Synpcc7942_2073	syc2020_c	dnaK	syc2020	DnaK protein
syc2037-h_at	Synpcc7942_2072	syc2021_c	grpE	syc2021	heat shock protein GrpE
syc2038-m_at	Synpcc7942_2071	syc2022_d	pilB1, gspE1	syc2022	type IV pilus assembly protein PilB  general secretion pathway protein E
syc2039-m_at	Synpcc7942_2070	syc2023_d	pilT	syc2023	twitching motility protein PilT
syc2040-m_at	Synpcc7942_2069	syc2024_d	pilC	syc2024	type IV pilus assembly protein PilC
syc2041-m_at	Synpcc7942_2068	syc2025_d		syc2025	hypothetical protein
syc2042-h_at	Synpcc7942_2067	syc2026_c		syc2026	hypothetical protein, predicted flavoprotein
syc2043-m_at	Synpcc7942_2066	syc2027_d		syc2027	hypothetical protein
syc2044-m_at	Synpcc7942_2065	syc2028_d		syc2028	
syc2045-h_at	Synpcc7942_2064	syc2029_c	pheS	syc2029	phenylalanyl-tRNA synthetase alpha chain
syc2046-m_at	Synpcc7942_2063	syc2030_d	surE	syc2030	acid phosphatase  stationary-phase survival protein SurE homolog
syc2047-m_at	Synpcc7942_2062	syc2031_d	lcyE, crtL	syc2031	lycopene cyclase
syc2048-m_at	Synpcc7942_2061	syc2032_d	pipX	syc2032	PII interaction protein X
syc2049-m_at	Synpcc7942_2060	syc2033_d		syc2033	hypothetical protein
syc2050-m_at	Synpcc7942_2059	syc2034_d		syc2034	hypothetical protein
syc2051-m_at	Synpcc7942_2058	syc2035_d	proC	syc2035	pyrroline-5-carboxylate reductase
syc2052-h_at	Synpcc7942_2057	syc2036_c		syc2036	hypothetical protein
syc2053-h_at	Synpcc7942_2056	syc2037_c		syc2037	hypothetical protein
syc2054-h_at	Synpcc7942_2055	syc2038_c	ubiH	syc2038	2-octaprenyl-6-methoxyphenol hydroxylase
syc2055-m_at	Synpcc7942_2054	syc2039_d		syc2039	hypothetical protein
syc2056-h_at	Synpcc7942_2053	syc2040_c		syc2040	probable peptidase
syc2057-m_at	Synpcc7942_2052	syc2041_d		syc2041	peptide ABC transporter permease protein
syc2058-m_at	Synpcc7942_2051	syc2042_d		syc2042	hypothetical protein
syc2059-h_at	Synpcc7942_2050	syc2043_c		syc2043	hypothetical protein
syc2060-m_at	Synpcc7942_2049	syc2044_d	psaA	syc2044	photosystem I reaction center subunit Ia
syc2061-m_at	Synpcc7942_2048	syc2045_d	psaB	syc2045	photosystem I reaction center subunit Ib
syc2062-h_at	Synpcc7942_2047	syc2046_c	gcvP	syc2046	glycine dehydrogenase
syc2063-h_at	Synpcc7942_2046	syc2047_c	gcsH, gcvH	syc2047	glycine decarboxylase complex H-protein
syc2064-m_at	Synpcc7942_2045	syc2048_d		syc2048	chromosome segregation protein SMC1
syc2065-m_at	Synpcc7942_2044	syc2049_d		syc2049	hypothetical protein
syc2066-m_at	Synpcc7942_2043	syc2050_d		syc2050	hypothetical protein
syc2067-m_at	Synpcc7942_2042	syc2051_d		syc2051	
syc2068-h_at		syc2052_c		syc2052	
syc2069-h_at	Synpcc7942_2041	syc2053_c		syc2053	virulence factor MviN homolog.
syc2070-m_at	Synpcc7942_2040	syc2054_d	sfsA	syc2054	sugar fermentation stimulation protein  Transcription factor SfsA family
syc2071-m_at	Synpcc7942_2039	syc2055_d		syc2055	
syc2072-m_at	Synpcc7942_2038	syc2056_d		syc2056	transcription regulator CRO/Cl type-3 family
syc2073-m_at	Synpcc7942_2037	syc2057_d		syc2057	hypothetical protein
syc2074-m_at	Synpcc7942_2036	syc2058_d		syc2058	hypothetical protein
syc2075-m_at	Synpcc7942_2035	syc2059_d		syc2059	
syc2076-m_at		syc2060_d		syc2060	
syc2077-h_at	Synpcc7942_2034	syc2061_c		syc2061	hypothetical protein, similar to glycosyl transferase
syc2078-h_at	Synpcc7942_2033	syc2062_c		syc2062	hypothetical protein
syc2079-h_at	Synpcc7942_2032	syc2063_c	norA	syc2063	multidrug-efflux transporter  quinolene resistance protein NorA
syc2080-m_at	Synpcc7942_2031	syc2064_d		syc2064	hypothetical protein
syc2081-m_at	Synpcc7942_2030	syc2065_d	cpcG	syc2065	phycobilisome rod-core linker polypeptide Lrc, C-phycocyanin associated
syc2082-h_at	Synpcc7942_2029	syc2066_c	pgi	syc2066	glucose-6-phosphate isomerase
syc2083-h_at	Synpcc7942_2028	syc2067_c	rfbW	syc2067	probable glycosyltransferase  mannosyl transferase
syc2084-h_at	Synpcc7942_2027	syc2068_c		syc2068	probable glycosly transferase
syc2085-h_at	Synpcc7942_2026	syc2069_c		syc2069	probable glycosyltransferase
syc2086-h_at	Synpcc7942_2025	syc2070_c	rfaG	syc2070	probable glycosyltransferase
syc2087-m_at	Synpcc7942_2024	syc2071_d		syc2071	hypothetical protein
syc2088-m_at	Synpcc7942_2023	syc2072_d		syc2072	conserved hypothetical protein; conserved gene cluster
syc2089-m_at	Synpcc7942_2022	syc2073_d	nusA	syc2073	N utilization substance protein A   transcription termination-antitermination factor
syc2090-m_at	Synpcc7942_2021	syc2074_d		syc2074	conserved hypothetical protein; conserved gene cluster
syc2091-m_at	Synpcc7942_2020	syc2075_d	infB	syc2075	translation initiation factor IF-2
syc2092-m_at	Synpcc7942_2019	syc2076_d		syc2076	hypothetical protein
syc2093-h_at	Synpcc7942_2018	syc2077_c		syc2077	hypothetical protein
syc2094-h_at	Synpcc7942_2017	syc2078_c		syc2078	hypothetical protein
syc2095-m_at	Synpcc7942_2016	syc2079_d	psbX	syc2079	photosystem II PsbX protein
syc2096-m_at	Synpcc7942_2015	syc2080_d	ycf66	syc2080	hypothetical protein YCF66
syc2097-m_at	Synpcc7942_2014	syc2081_d		syc2081	hypothetical protein
syc2098-m_at	Synpcc7942_2013	syc2082_d		syc2082	hypothetical protein
syc2099-h_at	Synpcc7942_2012	syc2083_c	spoIID	syc2083	similar to stage II sporulation protein D
syc2100-m_at	Synpcc7942_2011	syc2084_d	ycf56	syc2084	hypothetical protein YCF56
syc2101-m_at	Synpcc7942_2010	syc2085_d	psbV	syc2085	cytochrome c550
syc2102-h_at	Synpcc7942_2009	syc2086_c		syc2086	hypothetical protein
syc2103-h_at	Synpcc7942_2008	syc2087_c		syc2087	hypothetical protein
syc2104-m_at	Synpcc7942_2007	syc2088_d	coaD	syc2088	phosphopantetheine adenylyltransferase
syc2105-m_at	Synpcc7942_2006	syc2089_d		syc2089	hypothetical protein
syc2106-h_at	Synpcc7942_2005	syc2090_c		syc2090	flm3 region hypothetical protein 4
syc2107-h_at	Synpcc7942_2004	syc2091_c	sigI	syc2091	group 3 RNA polymerase ECF-type sigma factor
syc2108-h_at	Synpcc7942_2003	syc2092_c		syc2092	
syc2109-h_at	Synpcc7942_2002	syc2093_c		syc2093	
syc2110-m_at		syc2094_d		syc2094	
syc2111-m_at	Synpcc7942_2001	syc2095_d	minC	syc2095	septum site-determining protein MinC
syc2112-m_at	Synpcc7942_2000	syc2096_d	mrcB, ponB	syc2096	penicillin-binding protein
syc2113-m_at	Synpcc7942_1999	syc2097_d	rbp2	syc2097	RRM-type RNA-binding protein
syc2114-h_at	Synpcc7942_1998	syc2098_c		syc2098	hypothetical protein
syc2115-m_at	Synpcc7942_1997	syc2099_d	hliA	syc2099	high light-inducible protein
syc2116-m_at	Synpcc7942_1996	syc2100_d		syc2100	
syc2117-m_at	Synpcc7942_1995	syc2101_d	hisIE	syc2101	histidine biosynthesis bifunctional protein HisIE
syc2118-h_at	Synpcc7942_1994	syc2102_c	masA	syc2102	enolase-phosphatase E-1s
syc2119-h_at	Synpcc7942_1993	syc2103_c		syc2103	hypothetical protein
syc2120-m_at	Synpcc7942_1992	syc2104_d	eIF2BA	syc2104	probable translation initiation factor eIF-2B alpha subunit
syc2121-m_at	Synpcc7942_1991	syc2105_d		syc2105	hypothetical protein
syc2122-m_at	Synpcc7942_1990	syc2106_d		syc2106	hypothetical protein
syc2123-m_at	Synpcc7942_1989	syc2107_d		syc2107	cation efflux system protein
syc2124-m_at	Synpcc7942_1988	syc2108_d		syc2108	hypothetical protein
syc2125-h_at	Synpcc7942_1987	syc2109_c	rpaC	syc2109	hypothetical protein
syc2126-m_at	Synpcc7942_1986	syc2110_d	pqqL	syc2110	processing protease  possible Zn-dependent peptidase
syc2127-m_at	Synpcc7942_1985	syc2111_d		syc2111	hypothetical protein
syc2128-h_at	Synpcc7942_1984	syc2112_c	pys	syc2112	phytoene synthase
syc2129-h_at	Synpcc7942_1983	syc2113_c	pds	syc2113	phytoene dehydrogenase (phytoene desaturase)
syc2130-m_at	Synpcc7942_1982	syc2114_d		syc2114	hypothetical protein
syc2131-m_at	Synpcc7942_1981	syc2115_d		syc2115	
syc2132-h_at	Synpcc7942_1980	syc2116_c	rbcR, ycf30	syc2116	LysR family transcriptional regulator
syc2133-m_at	Synpcc7942_1979	syc2117_d		syc2117	hypothetical protein
syc2134-m_at	Synpcc7942_1978	syc2118_d	trx	syc2118	Trx (thioredoxin m)
syc2135-m_at	Synpcc7942_1977	syc2119_d	ndhF1	syc2119	NADH dehydrogenase subunit 5
syc2136-m_at	Synpcc7942_1976	syc2120_d	ndhD1	syc2120	NADH dehydrogenase subunit 4
syc2137-m_at	Synpcc7942_1975	syc2121_d		syc2121	hypothetical protein
syc2138-m_at	Synpcc7942_1974	syc2122_d		syc2122	hypothetical protein
syc2139-m_at	Synpcc7942_1973	syc2123_d		syc2123	mannose-1-phosphate guanyltransferase
syc2140-m_at	Synpcc7942_1972	syc2124_d		syc2124	hypothetical protein
syc2141-m_at	Synpcc7942_1971	syc2125_d	ama	syc2125	N-acyl-L-amino acid amidohydrolase
syc2142-h_at	Synpcc7942_1969	syc2126_c		syc2126	hypothetical protein
syc2143-h_at	Synpcc7942_1968	syc2127_c		syc2127	hypothetical protein
syc2144-h_at	Synpcc7942_1967	syc2128_c	cacA	syc2128	bacitracin resistance protein
syc2145-h_at	Synpcc7942_1966	syc2129_c		syc2129	hypothetical protein
syc2146-h_at	Synpcc7942_1965	syc2130_c	ppx	syc2130	exopolyphosphatase
syc2147-m_at	Synpcc7942_1964	syc2131_d	ubiA	syc2131	4-hydroxybenzoate-octaprenyl transferase
syc2148-m_at	Synpcc7942_1963	syc2132_d		syc2132	hypothetical protein
syc2149-h_at	Synpcc7942_1962	syc2133_c	psbY	syc2133	photosystem II PsbY protein
syc2150-h_at	Synpcc7942_1961	syc2134_c	fbp, yrdA	syc2134	ferripyochelin binding protein
syc2151-m_at	Synpcc7942_1960	syc2135_d		syc2135	hypothetical protein
syc2152-h_at	Synpcc7942_1959	syc2136_c	proS	syc2136	proline-tRNA ligase
syc2153-m_at	Synpcc7942_1958	syc2137_d		syc2137	hypothetical protein
syc2154-m_at	Synpcc7942_1957	syc2138_d		syc2138	hypothetical protein
syc2155-h_at	Synpcc7942_1956	syc2139_c	accD	syc2139	acetyl-CoA carboxylase beta subunit
syc2156-m_at	Synpcc7942_1954	syc2140_d	pyrG	syc2140	CTP synthetase
syc2157-m_at	Synpcc7942_1953	syc2141_d		syc2141	hypothetical protein
syc2158-h_at	Synpcc7942_1952	syc2142_c		syc2142	hypothetical protein
syc2159-h_at	Synpcc7942_1951	syc2143_c		syc2143	
syc2160-h_at	Synpcc7942_1950	syc2144_c		syc2144	hypothetical protein
syc2161-h_at	Synpcc7942_1949	syc2145_c		syc2145	hypothetical protein
syc2162-h_at	Synpcc7942_1948	syc2146_c		syc2146	hypothetical protein
syc2163-m_at	Synpcc7942_1947	syc2147_d		syc2147	hypothetical protein
syc2164-m_at	Synpcc7942_1946	syc2148_d		syc2148	hypothetical protein
syc2165-m_at	Synpcc7942_1945	syc2149_d	uvrC	syc2149	excinuclease ABC subunit C
syc2166-h_at	Synpcc7942_1944	syc2150_c	pdhA, aroA	syc2150	pyruvate dehydrogenase E1 component,
syc2167-m_at	Synpcc7942_1943	syc2151_d		syc2151	cell division protein Ftn2 homolog
syc2168-h_at	Synpcc7942_1942	syc2152_c		syc2152	bacterioferritin comigratory protein homolog
syc2169-h_at	Synpcc7942_1941	syc2153_c		syc2153	hypothetical protein
syc2170-h_at	Synpcc7942_1940	syc2154_c		syc2154	putative membrane transporter
syc2171-h_at	Synpcc7942_1939	syc2155_c	gap3	syc2155	glyceraldehyde 3-phosphate dehydrogenase
syc2172-m_at	Synpcc7942_1938	syc2156_d		syc2156	multidrug-efflux transporter
syc2173-m_at	Synpcc7942_1937	syc2157_d	msrA, pms	syc2157	peptide methionine sulfoxide reductase
syc2174-m_at	Synpcc7942_1936	syc2158_d		syc2158	hypothetical protein
syc2175-m_at	Synpcc7942_1935	syc2159_d	pilD, hofD, hopD	syc2159	type 4 prepilin-like proteins leader peptide processing enzyme
syc2176-h_at	Synpcc7942_1934	syc2160_c	dacB, pbp	syc2160	probable D-alanyl-D-alanine carboxypeptidase
syc2177-h_at	Synpcc7942_1933	syc2161_c		syc2161	isopentenyl-dephosphate delta-isomerase
syc2178-h_at	Synpcc7942_1932	syc2162_c		syc2162	hypothetical protein
syc2179-h_at	Synpcc7942_1931	syc2163_c		syc2163	probable serine/threonine protein phosphatase
syc2180-h_at	Synpcc7942_1930	syc2164_c		syc2164	hypothetical protein
syc2181-h_at	Synpcc7942_1929	syc2165_c	nifS	syc2165	cysteine desulfurase
syc2182-h_at	Synpcc7942_1928	syc2166_c		syc2166	hypothetical protein
syc2183-h_at	Synpcc7942_1927	syc2167_c	dapF	syc2167	diaminopimelate epimerase
syc2184-m_at	Synpcc7942_1926	syc2168_d		syc2168	hypothetical protein
syc2185-m_at	Synpcc7942_1925	syc2169_d		syc2169	probable peptidase
syc2186-m_at	Synpcc7942_1924	syc2170_d		syc2170	hypothetical protein
syc2187-m_at	Synpcc7942_1923	syc2171_d	sigG	syc2171	group3 RNA polymerase ECF-type sigma factor SigG
syc2188-m_at	Synpcc7942_1922	syc2172_d		syc2172	hypothetical protein
syc2189-h_at	Synpcc7942_1921	syc2173_c		syc2173	hypothetical protein
syc2190-m_at	Synpcc7942_1920	syc2174_d	leuS	syc2174	leucyl-tRNA synthetase
syc2191-m_at	Synpcc7942_1919	syc2175_d		syc2175	
syc2192-h_at	Synpcc7942_1918	syc2176_c		syc2176	UDP-glucose:tetrahydrobiopterin glucosyltransferase
syc2193-h_at	Synpcc7942_1917	syc2177_c		syc2177	hypothetical protein,  permease of the drug/metabolite transporter (DMT) superfamily
syc2194-m_at	Synpcc7942_1916	syc2178_d	sppA	syc2178	protease IV
syc2195-m_at	Synpcc7942_1915	syc2179_d	aroH	syc2179	chorismate mutase
syc2196-h_at	Synpcc7942_1914	syc2180_c		syc2180	hypothetical protein
syc2197-h_at	Synpcc7942_1913	syc2181_c		syc2181	
syc2198-h_at		syc2182_c	psaM	syc2182	photosystem I reaction center subunit XII
syc2199-m_at	Synpcc7942_1912	syc2183_d	phoU	syc2183	phosphate transport system regulatory protein  /PhoU family transcriptional regulator
syc2200-m_at	Synpcc7942_1911	syc2184_d	zam	syc2184	protein conferring resistance to acetazolamide Zam
syc2201-m_at	Synpcc7942_1910	syc2185_d	ubiX	syc2185	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
syc2202-m_at	Synpcc7942_1909	syc2186_d		syc2186	
syc2203-m_at	Synpcc7942_1908	syc2187_d		syc2187	hypothetical protein
syc2204-m_at	Synpcc7942_1907	syc2188_d	acsF, ycf59	syc2188	aerobic Mg-protoporphyrin IX monomethylester cyclase
syc2205-m_at	Synpcc7942_1906	syc2189_d		syc2189	hypothetical protein
syc2206-m_at	Synpcc7942_1905	syc2190_d	hlyB	syc2190	toxin secretion ABC transporter ATP-binding protein
syc2207-m_at	Synpcc7942_1904	syc2191_d	hlyD	syc2191	similar to hemolysin secretion protein
syc2208-m_at	Synpcc7942_1903	syc2192_d		syc2192	hypothetical protein
syc2209-m_at	Synpcc7942_1902	syc2193_d		syc2193	putative glycosyltransferase
syc2210-m_at	Synpcc7942_1901	syc2194_d		syc2194	putative glycosyltransferase
syc2211-h_at	Synpcc7942_1900	syc2195_c	dcd	syc2195	dCTP deaminase
syc2212-m_at	Synpcc7942_1899	syc2196_d		syc2196	hypothetical protein
syc2213-m_at	Synpcc7942_1898	syc2197_d	leuC	syc2197	3-isopropylmalate dehydratase large subunit
syc2214-m_at	Synpcc7942_1897	syc2198_d		syc2198	putative transcripton factor DevT homolog
syc2215-m_at	Synpcc7942_1896	syc2199_d	argJ	syc2199	arginine biosynthesis bifunctional protein ArgJ
syc2216-h_at	Synpcc7942_1895	syc2200_c		syc2200	hypothetical protein
syc2217-m_at	Synpcc7942_1894	syc2201_d	natC	syc2201	Integral membrane protein of the ABC-type Nat permease for neutral amino acids
syc2218-m_at	Synpcc7942_1893	syc2202_d	natA	syc2202	conserved component of ABC transporter for natural amino acids
syc2219-h_at	Synpcc7942_1892	syc2203_c		syc2203	hypothetical protein
syc2220-h_at	Synpcc7942_1891	syc2204_c	labA	syc2204	A negative regulator for circadian gene expression
syc2221-h_at	Synpcc7942_1890	syc2205_c		syc2205	
syc2222-m_at	Synpcc7942_1889	syc2206_d		syc2206	hypothetical protein
syc2223-h_at	Synpcc7942_1888	syc2207_c		syc2207	
syc2224-h_at	Synpcc7942_1887	syc2208_c		syc2208	probable mannosyltransferase
syc2225-h_at	Synpcc7942_1886	syc2209_c	recJ	syc2209	single-strand-DNA-specific exonuclease RecJ
syc2226-m_at	Synpcc7942_1885	syc2210_d		syc2210	CbbY family protein
syc2227-m_at	Synpcc7942_1884	syc2211_d		syc2211	probable cytidyltransferase
syc2228-m_at	Synpcc7942_1883	syc2212_d	ycf53	syc2212	hypothetical protein YCF53
syc2229-m_at	Synpcc7942_1882	syc2213_d	psbU	syc2213	photosystem II 12 kD extrinsic protein (psbU)
syc2230-m_at	Synpcc7942_1881	syc2214_d	nadB	syc2214	L-aspartate oxidase
syc2231-m_at	Synpcc7942_1879	syc2215_d	moxR	syc2215	MoxR protein homolog
syc2232-m_at	Synpcc7942_1878	syc2216_d		syc2216	hypothetical protein
syc2233-m_at	Synpcc7942_1877	syc2217_d		syc2217	transglutaminase family protein  hypothetical protein
syc2234-m_at	Synpcc7942_1876	syc2218_d		syc2218	hypothetical protein
syc2235-m_at	Synpcc7942_1875	syc2219_d		syc2219	hypothetical protein
